LEAID,NAME_LEA19,STCOUNTY,NAME_COUNTY19,COUNT,LANDAREA,WATERAREA
2105190,Russellville Independent School District,21141,Logan County,1,6.98041072,0.016215905
2103690,Lyon County School District,21143,Lyon County,1,213.8421537,42.68961941
2103960,McCracken County School District,21145,McCracken County,1,238.134328,19.41844325
2104650,Paducah Independent School District,21145,McCracken County,1,10.58914211,0.025119808
2103990,McCreary County School District,21147,McCreary County,1,426.8037902,4.143031551
2104020,McLean County School District,21149,McLean County,1,252.5266546,3.709139193
2100480,Berea Independent School District,21151,Madison County,1,3.822735472,0.020144881
2103720,Madison County School District,21151,Madison County,1,433.530243,5.886186731
2103750,Magoffin County School District,21153,Magoffin County,1,308.444197,0.713147706
2103780,Marion County School District,21155,Marion County,1,343.0377712,3.819243178
2103810,Marshall County School District,21157,Marshall County,1,302.2052693,37.96528555
2103840,Martin County School District,21159,Martin County,1,229.6183531,0.987699171
2103870,Mason County School District,21161,Mason County,1,240.1263666,6.286333373
2104050,Meade County School District,21163,Meade County,1,282.5922885,17.87968747
2104080,Menifee County School District,21165,Menifee County,1,203.5851915,2.349313201
2100780,Burgin Independent School District,21167,Mercer County,1,20.08791353,1.298881694
2104110,Mercer County School District,21167,Mercer County,1,228.97342,2.947641456
2104140,Metcalfe County School District,21169,Metcalfe County,1,289.6407636,1.549158915
2104200,Monroe County School District,21171,Monroe County,1,329.4304394,2.626228384
2104250,Montgomery County School District,21173,Montgomery County,1,197.3494765,1.488825817
2104290,Morgan County School District,21175,Morgan County,1,381.1269508,2.660225067
2100081,Muhlenberg County School District,21177,Muhlenberg County,1,467.3579472,12.04200483
2100270,Bardstown Independent School District,21179,Nelson County,1,14.08677338,0.17097724
2104410,Nelson County School District,21179,Nelson County,1,403.4291954,6.389292151
2104470,Nicholas County School District,21181,Nicholas County,1,195.1614181,1.661088005
2104500,Ohio County School District,21183,Ohio County,1,587.1447408,9.082743241
2104530,Oldham County School District,21185,Oldham County,1,187.2415251,9.191751854
2104560,Owen County School District,21187,Owen County,1,351.1079183,3.138672071
2104620,Owsley County School District,21189,Owsley County,1,197.4097355,0.880277438
2104740,Pendleton County School District,21191,Pendleton County,1,277.1582409,4.759921668
2102670,Hazard Independent School District,21193,Perry County,1,7.498951733,0.142797187
2104770,Perry County School District,21193,Perry County,1,332.2010446,2.766599691
2104800,Pike County School District,21195,Pike County,1,772.1086291,1.836594996
