St_Dist_Code,NAME_LEA19,STCD116,COUNT,LANDAREA,WATERAREA
0200775,Yukon Flats School District,0200,1,53928.62767,982.1504505
0200780,Valdez City School District,0200,1,211.2255084,60.68224872
0200800,Chugach School District,0200,1,8007.14347,6895.761372
0200810,Wrangell School District,0200,1,2555.995247,920.6124611
0200840,Yakutat School District,0200,1,6509.176118,2653.155272
0200862,Yukon-Koyukuk School District,0200,1,60092.38861,846.3754098
0400001,Cave Creek Unified District,0404,2,28.23734203,0.004118166
0400001,Cave Creek Unified District,0406,2,179.6601347,0.045465076
0400003,Chino Valley Unified District,0404,1,401.5758181,0.188600874
0400004,Clarkdale-Jerome Elementary District,0401,2,1.165902313,0
0400004,Clarkdale-Jerome Elementary District,0404,2,80.42731974,0.147098365
0400005,Salome Consolidated Elementary District,0404,1,599.2533564,0.048475514
0400021,Colorado City Unified District,0404,1,834.314064,0.498836674
0400022,Vernon Elementary District,0401,1,218.0911885,0.378637662
0400023,Pinon Unified District,0401,1,940.5797143,0.206464277
0400026,Heber-Overgaard Unified District,0401,1,577.028955,2.710151553
0400082,Colorado River Union High School District,0404,1,1046.790282,28.81795862
0400212,Benson Unified School District,0402,1,585.0101792,0.325644752
0400295,Kingman Unified School District,0401,2,147.6826151,0.294794416
0400295,Kingman Unified School District,0404,2,2892.202038,69.03409012
0400450,Agua Fria Union High School District,0403,3,17.21487822,1.157301501
0400450,Agua Fria Union High School District,0404,3,16.25390233,0.003178779
0400450,Agua Fria Union High School District,0408,3,59.98035821,0.13256934
0400480,Aguila Elementary District,0404,1,280.733442,0
0400520,Ajo Unified District,0403,1,133.2042029,0
0400600,Alhambra Elementary District,0407,1,12.68667307,0.020619014
0400630,Alpine Elementary District,0401,1,175.0822884,0.54629172
0400680,Amphitheater Unified District,0401,2,74.04879675,2.191063433
0400680,Amphitheater Unified District,0402,2,32.70932491,0.428706233
0400720,Antelope Union High School District,0403,2,346.2922519,0
0400720,Antelope Union High School District,0404,2,2719.289991,0.001312747
0400750,Apache Elementary District,0402,1,253.4863042,0.48278409
0400790,Apache Junction Unified District,0404,1,217.0689347,0.032153817
0400840,Arlington Elementary District,0403,2,692.0502415,0.047966245
0400840,Arlington Elementary District,0404,2,16.58459576,0
0400870,Ash Creek Elementary District,0402,1,204.8908763,0.089929374
0400910,Ash Fork Joint Unified District,0401,2,34.5172163,0.009271858
0400910,Ash Fork Joint Unified District,0404,2,340.5260291,0.099144861
0400960,Avondale Elementary District,0403,2,13.73084393,0.736126963
0400960,Avondale Elementary District,0408,2,14.2370872,0.004801181
0401000,Bagdad Unified School District,0404,1,473.1261709,0.434282321
0401050,Balsz Elementary District,0407,2,5.020865348,0.027542599
0401050,Balsz Elementary District,0409,2,3.719921482,0.017728654
0401080,Beaver Creek Elementary District,0401,1,182.3070752,0.014034428
0401160,Bicentennial Union High School District,0404,1,3796.828873,8.899334669
0401180,Bisbee Unified District,0402,1,339.2629387,1.35480203
0401230,Blue Elementary District,0401,1,415.003073,0.276231782
0401260,Bonita Elementary District,0401,1,618.9974181,0.678518588
0401290,Bouse Elementary District,0404,1,685.7557854,0.224442353
0401330,Bowie Unified District,0402,1,395.5815363,0.195778513
0401380,Buckeye Elementary District,0403,2,177.1282261,0
0401380,Buckeye Elementary District,0404,2,10.70851525,0
0401410,Buckeye Union High School District,0403,3,1180.587414,2.566987569
0401410,Buckeye Union High School District,0404,3,40.12024419,0.026939507
0401410,Buckeye Union High School District,0408,3,0.233611507,0
0401460,Sierra Vista Unified District,0402,1,107.9693149,0.216514903
0401500,Bullhead City School District,0404,1,448.9233993,19.79752339
0401600,Camp Verde Unified District,0401,2,269.0650895,0.044699435
0401600,Camp Verde Unified District,0404,2,171.9504959,0.004807744
0401650,Canon Elementary District,0404,1,170.9928899,0
0401680,Cartwright Elementary District,0407,1,14.06312578,0.022002805
0401710,Casa Grande Elementary District,0401,2,262.7793499,0.178413182
0401710,Casa Grande Elementary District,0403,2,94.75577802,0.001647884
0401740,Casa Grande Union High School District,0401,2,881.952928,0.51276531
0401740,Casa Grande Union High School District,0403,2,413.4670709,4.067223864
0401760,Catalina Foothills Unified District,0402,1,25.27548159,0
0401810,Cedar Unified District,0401,1,1237.519546,0.537885504
0401870,Chandler Unified District,0405,2,67.22469757,0.160631632
0401870,Chandler Unified District,0409,2,12.19837235,0.001013132
0401920,Chevelon Butte School District,0401,1,624.1538552,1.038632611
0401940,Chinle Unified District,0401,1,2265.214361,5.361075032
0402130,Cochise Elementary District,0402,1,108.0504948,0.312628089
0402190,Concho Elementary District,0401,1,366.5822154,1.357391231
0402220,Congress Elementary District,0404,1,936.2799044,0.109495488
0402250,Continental Elementary District,0402,1,146.0977788,0.023274625
0402320,Coolidge Unified District,0401,2,221.1409454,0.82758646
0402320,Coolidge Unified District,0404,2,4.055893695,0
0402370,Cottonwood-Oak Creek Elementary District,0401,2,155.849453,0.008024748
0402370,Cottonwood-Oak Creek Elementary District,0404,2,272.1253346,0.007525517
0402400,Crane Elementary District,0403,2,45.10748235,0.410425068
0402400,Crane Elementary District,0404,2,0.115928336,0
0402430,Creighton Elementary District,0406,3,1.175971086,0
0402430,Creighton Elementary District,0407,3,4.645172873,0.015721308
0402430,Creighton Elementary District,0409,3,5.955248827,0.018836767
0402460,Crown King Elementary District,0404,1,82.4711879,0.0060147
0402490,Double Adobe Elementary District,0402,1,39.08133435,0.010449855
0402530,Douglas Unified District,0402,1,482.2378652,1.018361089
0402600,Duncan Unified District,0401,1,468.3931833,1.325591084
0402690,Dysart Unified District,0404,2,14.48358023,0.705322959
0402690,Dysart Unified District,0408,2,110.9895057,1.970250827
0402710,Eagle Elementary District,0401,1,570.6763259,0.237824268
0402760,Elfrida Elementary District,0402,1,161.8915752,0.072757094
0402790,Eloy Elementary District,0401,1,297.444358,0.097270721
0402820,Empire Elementary District,0402,1,223.1343832,0.011310091
0402860,Flagstaff Unified District,0401,1,4405.640061,22.16992395
0402920,Florence Unified School District,0401,2,660.3573036,0.509095023
0402920,Florence Unified School District,0404,2,306.065113,0.125852321
0403010,Flowing Wells Unified District,0401,2,1.900553979,0.201596687
0403010,Flowing Wells Unified District,0402,2,9.698002462,0.359959197
0403040,Fountain Hills Unified District,0404,2,3.789507519,0.002823951
0403040,Fountain Hills Unified District,0406,2,20.75440967,0.085844799
0403060,Fowler Elementary District,0403,2,1.968994451,0.087959867
0403060,Fowler Elementary District,0407,2,10.45254071,0.068850512
0403080,Fredonia-Moccasin Unified District,0401,2,2965.476032,12.16016985
0403080,Fredonia-Moccasin Unified District,0404,2,767.0609706,0.524233317
0403150,Fort Huachuca Accommodation District,0402,1,126.7980392,0.058209922
0403200,Fort Thomas Unified District,0401,1,910.7635228,6.915332812
0403240,Gadsden Elementary District,0403,1,30.15849919,0.138078632
0403290,Ganado Unified District,0401,1,877.6682707,1.489413464
0403310,Gila Bend Unified District,0403,1,1161.854936,0.245535887
0403400,Gilbert Unified District,0405,2,58.31206206,0.209057339
0403400,Gilbert Unified District,0409,2,1.772411687,0
0403420,Glendale Elementary District,0407,2,12.42574367,0.000247878
0403420,Glendale Elementary District,0408,2,3.43269853,0.002664105
0403450,Glendale Union High School District,0406,4,27.31796981,0.098127482
0403450,Glendale Union High School District,0407,4,15.42124211,0.002809666
0403450,Glendale Union High School District,0408,4,8.348577677,0.026274253
0403450,Glendale Union High School District,0409,4,8.287099014,0.03224069
0403500,Globe Unified District,0401,2,248.3864844,0.849590809
0403500,Globe Unified District,0404,2,12.64419719,0.188185428
0403550,Grand Canyon Unified District,0401,1,515.9792304,1.188233691
0403660,Hackberry School District,0401,2,415.5255051,1.264604315
0403660,Hackberry School District,0404,2,419.2522371,0
0403730,Hayden-Winkelman Unified District,0401,1,170.4354707,0.383654673
0403780,Higley Unified District,0405,1,23.81493389,0.024302429
0403820,Holbrook Unified District,0401,1,1561.545514,11.13572264
0403870,Humboldt Unified District,0404,1,319.0212966,0.024693165
0403900,Hyder Elementary District,0404,1,459.2008812,0
0403950,Indian Oasis-Baboquivari Unified District,0403,1,3767.986538,0.690997024
0403960,Isaac Elementary District,0407,1,6.076099966,0.002769125
0403990,J. O. Combs Unified School District,0404,1,68.11812371,0
0404010,Joseph City Unified District,0401,1,471.5150526,0.786782796
0404060,Kayenta Unified District,0401,1,2014.322008,1.260673795
0404170,Kirkland Elementary District,0404,1,168.6482632,0
0404200,Klondyke Elementary District,0401,1,361.7767272,0.019127888
0404230,Kyrene Elementary District,0401,3,69.6400408,0.275654945
0404230,Kyrene Elementary District,0407,3,16.02188466,0.000337067
0404230,Kyrene Elementary District,0409,3,43.84371318,0.171396547
0404280,Lake Havasu Unified District,0404,1,181.7090685,11.63140601
0404290,Laveen Elementary District,0401,2,0.011003526,0.011272253
0404290,Laveen Elementary District,0407,2,27.49642933,0.580270256
0404320,Liberty Elementary District,0403,3,258.9606971,1.493557499
0404320,Liberty Elementary District,0404,3,1.146384076,0
0404320,Liberty Elementary District,0408,3,0.233611507,0
0404380,Litchfield Elementary District,0403,3,3.484034289,0.421174538
0404380,Litchfield Elementary District,0404,3,16.25390233,0.003178779
0404380,Litchfield Elementary District,0408,3,45.74327101,0.12776816
0404410,Littlefield Unified District,0404,1,3283.937713,9.448217521
0404440,Littleton Elementary District,0401,3,0.246747861,0.311214955
0404440,Littleton Elementary District,0403,3,25.80225005,2.097617055
0404440,Littleton Elementary District,0407,3,0.762280752,0
0404500,Madison Elementary District,0406,3,0.003366039,0
0404500,Madison Elementary District,0407,3,0.135947734,0
0404500,Madison Elementary District,0409,3,14.70948668,0.085550589
0404530,Maine Consolidated School District,0401,1,235.3366008,0.367242628
0404570,Mammoth-San Manuel Unified District,0401,1,249.6643602,3.500650968
0404630,Marana Unified District,0401,3,153.6433358,1.69315881
0404630,Marana Unified District,0402,3,9.638738481,0.057539263
0404630,Marana Unified District,0403,3,382.6588826,0.013361838
0404720,Maricopa Unified School District,0401,1,158.2014758,0.136453528
0404770,Altar Valley Elementary District,0403,1,517.8717882,0.010469547
0404820,Mayer Unified District,0404,1,866.3776813,1.94408893
0404860,McNary Elementary District,0401,1,179.5353793,1.650855525
0404920,McNeal Elementary District,0402,1,112.5709111,0.086214299
0404970,Mesa Unified District,0404,4,27.43123211,0.391445829
0404970,Mesa Unified District,0405,4,98.26951669,0.488431993
0404970,Mesa Unified District,0406,4,30.40817757,2.640826521
0404970,Mesa Unified District,0409,4,29.33574789,0.394650863
0405030,Miami Unified District,0401,2,266.1784379,11.42369038
0405030,Miami Unified District,0404,2,43.50427454,1.866125248
0405070,Mingus Union High School District,0401,2,157.0153553,0.008024748
0405070,Mingus Union High School District,0404,2,352.5526543,0.154623882
0405100,Mobile Elementary District,0403,1,250.5272943,0
0405190,Mohave Valley Elementary District,0404,1,412.9126722,1.942049925
0405220,Mohawk Valley Elementary District,0403,2,346.2922519,0
0405220,Mohawk Valley Elementary District,0404,2,1452.790996,0.001312747
0405320,Morenci Unified District,0401,1,388.0565404,3.481677135
0405340,Morristown Elementary District,0404,1,155.2008897,0.030759988
0405400,Murphy Elementary District,0407,1,6.884308344,0.038889369
0405430,Naco Elementary District,0402,1,15.74062621,0.005308519
0405460,Nadaburg Unified School District,0404,2,82.77555803,0.087054071
0405460,Nadaburg Unified School District,0408,2,34.30803888,0.137101407
0405530,Nogales Unified District,0403,1,194.9103421,0.162084921
0405640,Oracle Elementary District,0401,1,299.378245,0.052073986
0405670,Osborn Elementary District,0407,2,4.624449225,0.02717696
0405670,Osborn Elementary District,0409,2,2.320901873,0.009686145
0405730,Owens-Whitney Elementary District,0404,1,1978.711766,7.497172574
0405760,Tonto Basin Elementary District,0401,2,9.512746391,5.424200807
0405760,Tonto Basin Elementary District,0404,2,351.2567294,6.336453682
0405820,Page Unified District,0401,1,1810.786323,10.03851833
0405850,Palo Verde Elementary District,0403,2,52.44824957,1.025463825
0405850,Palo Verde Elementary District,0404,2,11.6807491,0.026939507
0405880,Palominas Elementary District,0402,1,191.9363657,0.059611087
0405930,Paradise Valley Unified District,0406,2,97.24859266,0.193070393
0405930,Paradise Valley Unified District,0409,2,0.519754918,0
0405980,Parker Unified School District,0404,1,698.3894354,6.352604722
0406000,Patagonia Elementary District,0403,1,429.5593929,0.53252795
0406030,Patagonia Union High School District,0403,1,693.1798031,0.641661274
0406070,Payson Unified District,0404,1,525.4082671,0.117710584
0406120,Peach Springs Unified District,0401,2,175.4709864,0.181202384
0406120,Peach Springs Unified District,0404,2,181.1368223,0.047842307
0406150,Pearce Elementary District,0402,1,200.9231294,0.105291221
0406210,Pendergast Elementary District,0403,3,13.1126511,0.202678545
0406210,Pendergast Elementary District,0407,3,1.744306151,0
0406210,Pendergast Elementary District,0408,3,4.462128396,0.000313515
0406250,Peoria Unified School District,0404,3,58.37263184,1.077513487
0406250,Peoria Unified School District,0407,3,0.979391024,0
0406250,Peoria Unified School District,0408,3,77.60847811,0.151292207
0406300,Phoenix Elementary District,0407,1,15.51089194,0.004786509
0406330,Phoenix Union High School District,0401,4,0.011003526,0.011272253
0406330,Phoenix Union High School District,0406,4,1.179337124,0
0406330,Phoenix Union High School District,0407,4,145.100458,1.088187667
0406330,Phoenix Union High School District,0409,4,26.70656698,0.131802155
0406360,Picacho Elementary District,0401,1,252.153915,1.258230926
0406440,Pima Unified District,0401,1,756.127018,1.848555669
0406510,Pine Strawberry Elementary District,0404,1,283.2270335,0.265071112
0406580,Blue Ridge Unified District,0401,1,76.51262786,0.56633969
0406630,Pomerene Elementary District,0402,1,37.87782801,0.01915144
0406730,Prescott Unified District,0404,1,291.4624435,0.818955918
0406740,Sanders Unified District,0401,1,1704.920942,2.101142554
0406780,Quartzsite Elementary District,0404,1,1371.900703,5.612881604
0406810,Queen Creek Unified District,0405,1,45.85329237,0.047110257
0406850,Ray Unified District,0401,2,784.6220179,5.825091082
0406850,Ray Unified District,0404,2,0.041447682,0
0406870,Red Mesa Unified District,0401,1,1948.418119,1.112564614
0406900,Red Rock Elementary District,0401,1,167.3345552,0.007544823
0406930,Redington Elementary District,0402,1,140.4375202,0
0406960,San Carlos Unified District,0401,1,1279.114542,13.5578883
0407020,Riverside Elementary District,0407,1,9.155143962,0.265557601
0407080,Roosevelt Elementary District,0407,1,32.82105516,0.081932812
0407130,Round Valley Unified District,0401,1,1638.770166,9.14807752
0407140,Rucker Elementary District,0402,1,167.2105218,0.039058868
0407170,Saddle Mountain Unified School District,0403,2,114.9613126,0
0407170,Saddle Mountain Unified School District,0404,2,434.2826754,0.053126501
0407200,Sacaton Elementary District,0401,1,281.1762649,0.082912353
0407240,Safford Unified District,0401,1,421.9017131,1.004177239
0407300,Sahuarita Unified District,0402,2,129.3113706,0
0407300,Sahuarita Unified District,0403,2,478.6503667,0.243362518
0407380,San Fernando Elementary District,0403,1,280.3791145,0.196758054
0407430,San Simon Unified District,0402,1,603.6809889,0.079628554
0407500,Santa Cruz Elementary District,0403,1,79.4496237,0.104591218
0407520,Santa Cruz Valley Unified District,0403,1,266.6404157,0.289931459
0407530,Santa Cruz Valley Union High School District,0401,1,716.9154838,1.36304647
0407570,Scottsdale Unified District,0406,2,96.51728039,0.428393491
0407570,Scottsdale Unified District,0409,2,14.13357475,0.083714674
0407630,Seligman Unified District,0404,1,1179.577002,0.267222088
0407680,Sentinel Elementary District,0403,1,467.8245567,0.126323365
0407700,Show Low Unified District,0401,1,351.5401407,1.968691361
0407750,Deer Valley Unified District,0404,3,96.38239328,1.334721242
0407750,Deer Valley Unified District,0406,3,77.29947822,0.097303154
0407750,Deer Valley Unified District,0408,3,190.0840822,0.428112022
